0
low
medium
medium
medium
low
low
low
low
low
low
low
low
low
low
low
low
high
medium
medium
medium
low
low
low
low
high
high
high
high
high
high
low
low
low
low
low
low
medium
medium
medium
medium
medium
medium
medium
medium
low
low
high
high
high
high
high
low
low
low
low
low
low
low
low
low
low
low
high
high
high
low
low
low
low
low
high
high
high
high
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
high
high
high
low
low
low
low
low
low
low
low
low
low
low
low
low
high
high
high
high
high
high
high
high
high
high
high
high
high
high
low
low
low
low
low
low
low
low
medium
medium
medium
medium
low
low
low
low
low
low
low
low
low
low
low
low
low
medium
medium
medium
medium
medium
medium
low
low
low
low
high
high
high
high
high
high
medium
medium
low
medium
medium
medium
high
low
high
high
high
high
high
high
high
high
high
high
high
high
high
high
medium
medium
medium
medium
medium
medium
medium
medium
low
low
medium
medium
medium
low
medium
medium
medium
medium
medium
medium
high
high
high
high
high
high
high
high
high
high
high
high
medium
medium
medium
medium
medium
high
high
high
high
high
high
high
low
low
low
medium
medium
medium
medium
medium
medium
low
low
low
low
low
high
low
low
medium
medium
medium
medium
low
low
high
medium
medium
medium
high
high
low
high
high
medium
medium
medium
low
low
low
medium
medium
low
high
high
high
high
high
low
low
medium
medium
medium
medium
high
high
high
high
high
high
high
high
high
high
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
high
high
high
high
high
medium
medium
medium
medium
medium
medium
medium
high
high
high
high
high
low
low
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
low
low
low
medium
medium
medium
medium
medium
medium
medium
low
low
low
medium
medium
medium
medium
medium
medium
low
low
low
high
high
high
high
medium
high
high
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
low
low
low
low
low
low
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
low
low
low
high
low
high
high
high
high
high
high
high
high
high
high
high
high
high
medium
low
low
medium
low
high
medium
low
low
medium
medium
medium
medium
medium
medium
medium
medium
medium
low
low
low
low
low
low
low
low
low
low
low
low
low
low
low
low
low
high
high
high
high
high
high
high
high
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
low
low
low
low
low
low
low
low
low
high
high
high
high
high
high
high
low
low
low
low
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
low
low
low
low
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
low
low
high
high
high
high
high
high
high
high
medium
medium
medium
medium
high
high
high
high
high
high
medium
medium
medium
medium
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
high
low
low
low
medium
medium
high
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
medium
medium
low
low
low
low
low
low
low
high
medium
low
low
low
low
medium
medium
low
medium
medium
medium
medium
medium
high
high
low
low
low
low
high
high
high
high
high
high
high
high
high
medium
medium
medium
high
high
high
low
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
high
high
high
high
high
high
high
high
high
high
low
low
low
low
low
low
high
low
medium
medium
medium
low
low
low
low
medium
high
high
high
low
low
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
medium
high
high
high
low
low
low
high
low
low
low
low
low
low
low
low
low
low
medium
medium
medium
medium
medium
medium
medium
medium
